Acceleration,Sprint Speed,Agility,Balance,Jumping,Stamina,Strength,Position,Preferred foot,Height,Weight,Alternative positions,Age
61,54,59,59,57,65,63,CM,Right,"181cm / 5'11""",73kg / 161lb,CDM,34
55,64,51,52,70,69,78,CM,Right,"191cm / 6'3""",84kg / 185lb,"RM, CDM",23
62,55,52,67,47,64,49,CM,Right,"183cm / 6'0""",70kg / 154lb,CDM,26
70,67,61,75,53,66,53,CM,Right,"174cm / 5'9""",77kg / 170lb,"RW, LW",21
46,52,49,72,63,70,73,CB,Right,"179cm / 5'10""",75kg / 165lb,RB,25
72,69,65,72,57,55,64,RW,Right,"179cm / 5'10""",80kg / 176lb,"CAM, LW, RM",18
69,68,60,68,50,62,49,RB,Right,"174cm / 5'9""",68kg / 150lb,,19
73,71,64,67,71,62,66,ST,Right,"179cm / 5'10""",74kg / 163lb,,19
67,70,71,70,63,60,64,CM,Right,"183cm / 6'0""",75kg / 165lb,CAM,18
39,35,22,40,54,39,57,GK,Right,"182cm / 6'0""",82kg / 181lb,,20
69,67,49,60,69,67,64,CB,Right,"188cm / 6'2""",74kg / 163lb,,18
22,22,30,26,52,20,60,GK,Right,"191cm / 6'3""",87kg / 192lb,,18
63,56,58,73,53,57,50,RB,Right,"175cm / 5'9""",72kg / 159lb,,24
64,65,57,73,43,59,47,CM,Right,"176cm / 5'9""",70kg / 154lb,CAM,20
58,59,57,72,53,50,58,CDM,Right,"177cm / 5'10""",70kg / 154lb,CB,23
85,75,83,85,53,60,48,RW,Right,"168cm / 5'6""",62kg / 137lb,RM,27
82,82,76,73,53,58,47,LB,Left,"176cm / 5'9""",61kg / 134lb,"RB, LM",23
64,67,54,67,50,82,60,LM,Right,"170cm / 5'7""",70kg / 154lb,"CM, RM, LW",23
64,63,69,63,54,66,51,RM,Left,"175cm / 5'9""",68kg / 150lb,"LM, RW",27
68,68,75,74,58,57,51,CAM,Right,"180cm / 5'11""",62kg / 137lb,"CM, LW",21
51,40,64,66,56,56,58,LB,Left,"178cm / 5'10""",66kg / 146lb,CB,26
70,77,71,76,57,61,59,LM,Right,"175cm / 5'9""",73kg / 161lb,LW,28
66,63,63,66,62,71,64,CDM,Right,"180cm / 5'11""",70kg / 154lb,,22
66,68,66,66,61,53,61,RB,Right,"174cm / 5'9""",69kg / 152lb,,29
75,79,60,67,54,62,58,LM,Left,"170cm / 5'7""",70kg / 154lb,"RM, LW",25
28,35,32,39,43,26,45,GK,Right,"187cm / 6'2""",78kg / 172lb,,24
52,59,50,37,57,49,64,CDM,Right,"192cm / 6'4""",81kg / 179lb,"RB, CB",21
63,68,62,58,69,60,73,CB,Right,"183cm / 6'0""",74kg / 163lb,,23
68,69,58,78,51,54,56,LM,Left,"174cm / 5'9""",70kg / 154lb,LW,21
50,48,40,66,60,59,61,CB,Left,"175cm / 5'9""",75kg / 165lb,LB,20
31,31,27,27,56,20,69,GK,Right,"196cm / 6'5""",87kg / 192lb,,21
35,37,36,30,51,24,55,GK,Right,"189cm / 6'2""",78kg / 172lb,,23
65,70,74,72,47,70,54,RW,Right,"171cm / 5'7""",65kg / 143lb,"CAM, RM",25
31,32,32,37,51,20,59,GK,Right,"192cm / 6'4""",86kg / 190lb,,20
30,30,28,49,59,40,71,GK,Right,"192cm / 6'4""",89kg / 196lb,,35
40,56,52,57,61,61,80,CB,Right,"184cm / 6'0""",75kg / 165lb,,22
61,52,50,67,69,53,74,CB,Right,"190cm / 6'3""",83kg / 183lb,,25
66,53,69,73,51,57,50,CM,Right,"176cm / 5'9""",72kg / 159lb,,21
68,68,66,70,60,59,58,CDM,Right,"179cm / 5'10""",73kg / 161lb,CM,20
56,65,34,64,60,65,60,CB,Right,"182cm / 6'0""",73kg / 161lb,,27
80,78,61,78,56,44,49,LW,Right,"173cm / 5'8""",68kg / 150lb,LM,25
90,90,86,90,44,53,33,LW,Right,"168cm / 5'6""",63kg / 139lb,LM,20
37,43,60,61,46,26,30,GK,Right,"174cm / 5'9""",70kg / 154lb,,24
71,68,65,70,49,49,53,CAM,Left,"181cm / 5'11""",78kg / 172lb,CM,19
82,87,71,68,68,72,72,RW,Right,"181cm / 5'11""",80kg / 176lb,"LW, RM",25
65,60,56,68,55,51,54,RB,Right,"180cm / 5'11""",74kg / 163lb,,20
61,62,45,53,65,59,66,CB,Left,"185cm / 6'1""",71kg / 157lb,,18
90,90,87,70,62,61,59,RM,Right,"178cm / 5'10""",75kg / 165lb,"ST, RW",19
54,55,54,54,61,65,63,CM,Right,"183cm / 6'0""",72kg / 159lb,"CDM, CAM",23
71,76,65,67,52,59,47,RB,Right,"176cm / 5'9""",65kg / 143lb,,19
81,78,73,66,63,73,63,RB,Right,"182cm / 6'0""",77kg / 170lb,LB,20
75,70,72,69,66,51,57,ST,Right,"180cm / 5'11""",72kg / 159lb,,20
82,84,57,50,80,59,77,ST,Right,"193cm / 6'4""",69kg / 152lb,,20
65,63,63,45,56,20,48,GK,Right,"182cm / 6'0""",75kg / 165lb,,22
74,74,72,78,46,58,37,LB,Right,"178cm / 5'10""",60kg / 132lb,LM,20
72,76,61,82,75,68,75,ST,Right,"180cm / 5'11""",80kg / 176lb,,27
70,71,59,65,56,60,64,CM,Right,"188cm / 6'2""",80kg / 176lb,,25
70,53,53,36,64,64,69,RB,Right,"189cm / 6'2""",75kg / 165lb,CB,23
73,73,74,75,58,65,56,LB,Left,"178cm / 5'10""",64kg / 141lb,LM,23
60,62,58,63,53,64,59,CDM,Right,"182cm / 6'0""",70kg / 154lb,CM,18
76,79,67,69,73,58,65,CDM,Right,"182cm / 6'0""",70kg / 154lb,"CB, RB",21
78,76,57,79,48,33,37,LM,Right,"173cm / 5'8""",68kg / 150lb,LW,22
57,64,47,50,61,62,68,CB,Right,"188cm / 6'2""",75kg / 165lb,,20
68,64,60,68,43,47,48,LW,Right,"178cm / 5'10""",70kg / 154lb,"RW, ST, LM",19
74,68,51,69,57,58,48,ST,Right,"180cm / 5'11""",70kg / 154lb,,19
68,67,61,72,53,53,49,CDM,Right,"177cm / 5'10""",71kg / 157lb,"RB, CM",21
69,73,64,67,55,63,63,CM,Right,"175cm / 5'9""",74kg / 163lb,"RM, RB",21
77,71,67,71,66,58,73,CAM,Right,"191cm / 6'3""",80kg / 176lb,"RM, ST",19
18,16,38,33,48,26,59,GK,Right,"185cm / 6'1""",75kg / 165lb,,23
38,30,29,25,59,27,66,GK,Right,"195cm / 6'5""",96kg / 212lb,,20
55,65,72,74,51,61,57,CM,Right,"183cm / 6'0""",75kg / 165lb,,24
75,72,64,84,55,61,46,RB,Right,"175cm / 5'9""",75kg / 165lb,LB,22
52,54,67,46,69,60,71,ST,Right,"191cm / 6'3""",81kg / 179lb,,18
70,71,62,67,60,74,63,RB,Right,"175cm / 5'9""",68kg / 150lb,,21
74,67,43,48,81,63,78,ST,Right,"190cm / 6'3""",85kg / 187lb,,29
74,66,75,80,41,53,41,RM,Right,"173cm / 5'8""",66kg / 146lb,"LM, CAM, RW",23
28,22,22,22,55,24,67,GK,Right,"200cm / 6'7""",91kg / 201lb,,19
34,32,41,40,37,18,33,GK,Right,"186cm / 6'1""",73kg / 161lb,,19
71,63,64,69,46,54,45,CAM,Right,"178cm / 5'10""",68kg / 150lb,CM,20
69,66,63,64,56,62,57,RB,Right,"180cm / 5'11""",70kg / 154lb,CDM,21
62,66,60,65,57,64,58,CM,Right,"179cm / 5'10""",75kg / 165lb,CDM,26
20,25,29,28,53,20,67,GK,Right,"191cm / 6'3""",86kg / 190lb,,21
74,75,78,81,70,56,66,ST,Right,"178cm / 5'10""",65kg / 143lb,"RM, LM",27
76,79,68,69,55,60,59,RW,Left,"180cm / 5'11""",70kg / 154lb,RM,18
61,64,63,54,66,49,71,CDM,Right,"189cm / 6'2""",78kg / 172lb,,20
51,53,56,54,53,50,56,CDM,Right,"182cm / 6'0""",67kg / 148lb,CM,17
66,70,60,55,52,63,66,RB,Right,"181cm / 5'11""",78kg / 172lb,,17
85,85,78,74,63,75,61,LB,Left,"180cm / 5'11""",77kg / 170lb,LM,23
72,64,83,86,37,59,39,LM,Right,"175cm / 5'9""",70kg / 154lb,"RM, LW",21
72,70,60,60,72,67,63,CDM,Right,"175cm / 5'9""",72kg / 159lb,,18
36,34,35,45,57,25,60,GK,Right,"186cm / 6'1""",78kg / 172lb,,30
72,64,62,72,45,54,45,LM,Left,"182cm / 6'0""",68kg / 150lb,"RM, CAM, LW",20
65,65,66,60,63,55,59,CB,Left,"190cm / 6'3""",75kg / 165lb,"RB, CDM",19
67,75,67,79,44,63,52,RM,Left,"170cm / 5'7""",70kg / 154lb,RW,20
52,56,64,72,72,72,74,CB,Right,"180cm / 5'11""",75kg / 165lb,"RB, ST",23
78,74,68,83,58,65,44,LB,Left,"174cm / 5'9""",68kg / 150lb,LM,18
65,62,61,60,54,54,64,CDM,Right,"183cm / 6'0""",77kg / 170lb,CM,20
65,68,71,72,58,66,62,CM,Right,"178cm / 5'10""",71kg / 157lb,,21
62,65,55,35,60,62,63,CM,Right,"193cm / 6'4""",80kg / 176lb,,21
32,28,30,45,51,25,56,GK,Right,"185cm / 6'1""",70kg / 154lb,,23
69,69,68,74,35,65,35,LM,Right,"180cm / 5'11""",60kg / 132lb,LW,23
75,73,49,68,53,57,48,CAM,Right,"175cm / 5'9""",72kg / 159lb,,22
76,77,81,82,48,54,46,RM,Right,"173cm / 5'8""",67kg / 148lb,RW,21
55,57,22,51,59,38,55,GK,Left,"188cm / 6'2""",84kg / 185lb,,22
62,66,55,51,69,62,68,ST,Right,"186cm / 6'1""",78kg / 172lb,,24
73,71,76,75,65,66,61,ST,Right,"178cm / 5'10""",75kg / 165lb,CAM,25
72,76,69,72,57,65,62,RB,Right,"175cm / 5'9""",72kg / 159lb,,27
25,36,36,46,47,24,54,GK,Right,"183cm / 6'0""",76kg / 168lb,,27
63,65,52,55,63,62,69,LB,Left,"186cm / 6'1""",79kg / 174lb,CB,20
84,86,78,71,72,65,61,RM,Right,"170cm / 5'7""",66kg / 146lb,"LW, RW",28
85,79,85,77,57,90,70,CM,Right,"166cm / 5'5""",65kg / 143lb,CDM,24
53,53,45,53,68,61,71,CB,Right,"186cm / 6'1""",80kg / 176lb,,22
44,32,55,54,47,40,45,GK,Right,"183cm / 6'0""",75kg / 165lb,,36
49,51,57,66,64,53,73,ST,Right,"180cm / 5'11""",75kg / 165lb,,19
64,63,48,66,35,53,35,CM,Right,"176cm / 5'9""",65kg / 143lb,CDM,22
75,78,65,67,75,69,79,RB,Right,"181cm / 5'11""",76kg / 168lb,CM,25
67,62,53,72,47,57,43,ST,Right,"180cm / 5'11""",65kg / 143lb,,26
73,72,79,62,43,54,42,RM,Right,"179cm / 5'10""",73kg / 161lb,"CM, RW",20
59,65,60,56,56,51,59,LB,Left,"185cm / 6'1""",71kg / 157lb,LM,19
35,31,29,34,54,26,59,GK,Right,"188cm / 6'2""",86kg / 190lb,,26
26,30,36,46,45,24,50,GK,Right,"190cm / 6'3""",90kg / 198lb,,19
69,64,62,62,59,60,61,RB,Right,"183cm / 6'0""",74kg / 163lb,,20
24,33,38,21,52,25,60,GK,Right,"186cm / 6'1""",75kg / 165lb,,22
69,66,48,56,72,64,73,CB,Left,"187cm / 6'2""",79kg / 174lb,,26
65,66,57,67,64,55,60,ST,Right,"183cm / 6'0""",74kg / 163lb,,23
75,75,78,71,72,57,61,LB,Right,"179cm / 5'10""",70kg / 154lb,RB,29
72,78,66,71,59,61,66,LM,Right,"175cm / 5'9""",72kg / 159lb,"RM, RB, LW",26
76,73,75,61,62,55,56,LW,Right,"180cm / 5'11""",74kg / 163lb,LM,23
76,76,80,64,47,55,48,LW,Right,"180cm / 5'11""",64kg / 141lb,"RW, LM",18
51,41,54,54,60,57,64,CB,Right,"183cm / 6'0""",72kg / 159lb,,27
67,68,67,73,59,71,64,RB,Right,"175cm / 5'9""",71kg / 157lb,,20
71,67,73,81,52,55,57,CDM,Right,"174cm / 5'9""",61kg / 134lb,,20
65,66,65,69,38,58,44,CM,Right,"165cm / 5'5""",55kg / 121lb,RM,19
74,68,56,87,46,53,39,LM,Left,"170cm / 5'7""",65kg / 143lb,"RM, LW",22
67,65,63,70,48,56,48,CM,Right,"179cm / 5'10""",69kg / 152lb,,18
26,24,29,35,55,17,68,GK,Right,"188cm / 6'2""",88kg / 194lb,,26
74,72,71,80,60,37,49,RB,Right,"170cm / 5'7""",72kg / 159lb,"CM, RW",20
78,77,68,63,74,49,74,ST,Right,"180cm / 5'11""",72kg / 159lb,,22
67,71,71,66,46,55,51,CM,Right,"172cm / 5'8""",70kg / 154lb,,17
74,71,61,64,55,50,50,LM,Right,"173cm / 5'8""",65kg / 143lb,LW,19
86,82,79,70,71,32,70,ST,Right,"183cm / 6'0""",76kg / 168lb,,18
36,36,39,21,42,17,44,GK,Right,"196cm / 6'5""",78kg / 172lb,,21
76,73,77,78,52,36,37,ST,Right,"178cm / 5'10""",65kg / 143lb,CAM,18
65,65,55,70,50,61,45,CM,Left,"178cm / 5'10""",70kg / 154lb,,25
28,33,45,44,50,25,55,GK,Right,"189cm / 6'2""",76kg / 168lb,,20
72,70,69,64,43,57,43,CM,Right,"182cm / 6'0""",70kg / 154lb,RB,19
67,74,54,59,62,50,62,ST,Right,"186cm / 6'1""",78kg / 172lb,RM,19
70,73,67,66,48,56,51,LB,Left,"182cm / 6'0""",72kg / 159lb,LM,19
53,53,48,52,63,60,70,CB,Right,"189cm / 6'2""",80kg / 176lb,,23
34,36,33,55,65,39,83,CB,Right,"184cm / 6'0""",82kg / 181lb,CDM,35
70,72,65,54,74,64,72,ST,Right,"186cm / 6'1""",80kg / 176lb,,23
31,33,31,25,54,26,60,GK,Right,"190cm / 6'3""",76kg / 168lb,,20
66,63,70,76,51,67,57,CM,Right,"175cm / 5'9""",61kg / 134lb,"CDM, RB",21
74,67,73,52,68,64,74,RB,Right,"186cm / 6'1""",82kg / 181lb,,24
66,67,69,68,68,49,70,ST,Right,"180cm / 5'11""",60kg / 132lb,,24
46,44,42,50,56,28,56,GK,Right,"182cm / 6'0""",79kg / 174lb,,27
48,54,51,50,61,65,70,CB,Right,"188cm / 6'2""",82kg / 181lb,,21
69,70,65,70,56,66,58,LM,Right,"170cm / 5'7""",75kg / 165lb,"CM, LW",22
67,65,65,65,52,50,49,CAM,Right,"178cm / 5'10""",62kg / 137lb,"LM, ST",21
62,63,52,66,49,50,55,CM,Right,"180cm / 5'11""",74kg / 163lb,CDM,21
75,57,59,60,70,76,63,LB,Right,"183cm / 6'0""",75kg / 165lb,CB,33
65,72,63,62,58,65,62,RB,Right,"183cm / 6'0""",74kg / 163lb,LB,25
67,69,70,72,42,48,47,CAM,Right,"182cm / 6'0""",72kg / 159lb,"RW, LW",18
82,81,84,76,64,64,57,RM,Right,"174cm / 5'9""",69kg / 152lb,RW,31
83,82,68,68,55,51,36,RM,Right,"177cm / 5'10""",63kg / 139lb,"ST, RW",18
61,56,58,51,50,53,46,CDM,Right,"181cm / 5'11""",78kg / 172lb,,21
68,72,61,67,59,57,72,ST,Right,"182cm / 6'0""",76kg / 168lb,CAM,27
64,65,78,82,32,58,33,CAM,Right,"171cm / 5'7""",63kg / 139lb,"ST, RW",24
72,66,83,76,50,66,54,CM,Right,"174cm / 5'9""",70kg / 154lb,"CDM, CAM",19
71,67,76,78,60,68,68,RB,Right,"175cm / 5'9""",75kg / 165lb,LB,23
65,68,53,50,67,64,66,CB,Right,"192cm / 6'4""",78kg / 172lb,,20
72,68,76,73,39,36,40,LW,Right,"178cm / 5'10""",71kg / 157lb,"CM, LM",21
68,66,65,55,63,52,74,CB,Right,"184cm / 6'0""",80kg / 176lb,RB,25
60,64,48,49,65,51,64,CB,Right,"194cm / 6'4""",76kg / 168lb,,19
70,68,66,63,56,69,57,RB,Right,"183cm / 6'0""",75kg / 165lb,,20
67,66,64,62,67,60,71,CB,Right,"182cm / 6'0""",79kg / 174lb,RB,20
64,61,59,68,47,58,48,RB,Right,"177cm / 5'10""",70kg / 154lb,,21
54,53,44,61,55,57,59,CB,Right,"180cm / 5'11""",75kg / 165lb,RB,22
67,65,58,70,45,51,37,CAM,Right,"173cm / 5'8""",65kg / 143lb,,22
81,79,75,72,56,64,50,LB,Left,"176cm / 5'9""",70kg / 154lb,LM,20
74,72,52,68,60,57,56,ST,Right,"178cm / 5'10""",68kg / 150lb,,23
70,71,63,71,54,59,60,LW,Left,"178cm / 5'10""",69kg / 152lb,LM,18
73,71,66,76,59,59,55,ST,Right,"184cm / 6'0""",73kg / 161lb,,21
78,69,76,87,47,52,33,CM,Right,"170cm / 5'7""",65kg / 143lb,,19
28,27,27,26,49,24,56,GK,Left,"187cm / 6'2""",80kg / 176lb,,27
68,69,58,63,62,60,57,ST,Right,"172cm / 5'8""",67kg / 148lb,,22
76,79,64,76,56,51,59,RM,Right,"174cm / 5'9""",69kg / 152lb,"LM, ST, RW",25
70,71,63,72,70,58,61,ST,Right,"176cm / 5'9""",75kg / 165lb,,21
70,60,50,54,78,69,72,CB,Right,"181cm / 5'11""",75kg / 165lb,,21
69,71,70,66,54,57,61,LB,Left,"175cm / 5'9""",69kg / 152lb,"LM, LW",27
67,65,72,86,41,53,47,CM,Right,"166cm / 5'5""",62kg / 137lb,CDM,18
63,65,75,78,37,64,42,CM,Right,"178cm / 5'10""",68kg / 150lb,,22
65,67,62,69,50,58,51,CDM,Right,"179cm / 5'10""",70kg / 154lb,CM,19
75,74,82,81,36,35,34,LM,Right,"174cm / 5'9""",67kg / 148lb,LW,19
72,76,58,77,68,59,61,CM,Right,"186cm / 6'1""",72kg / 159lb,"CAM, CDM",18
78,75,84,82,42,54,42,LW,Right,"171cm / 5'7""",65kg / 143lb,"RW, LM",22
60,65,65,70,58,56,68,CDM,Right,"177cm / 5'10""",68kg / 150lb,CM,22
68,63,71,69,48,61,47,CM,Left,"177cm / 5'10""",70kg / 154lb,"CAM, CDM",21
73,71,77,85,46,54,47,RW,Left,"167cm / 5'6""",61kg / 134lb,RM,18
68,73,67,78,41,56,49,LW,Left,"174cm / 5'9""",67kg / 148lb,LM,20
68,72,64,59,51,48,57,CAM,Right,"178cm / 5'10""",72kg / 159lb,,22
61,61,56,58,57,39,62,CB,Right,"178cm / 5'10""",65kg / 143lb,,19
74,64,76,65,47,41,51,RW,Right,"181cm / 5'11""",72kg / 159lb,"LW, RM",18
63,60,57,61,53,58,55,LB,Left,"179cm / 5'10""",71kg / 157lb,,19
69,62,47,84,37,48,42,LM,Left,"170cm / 5'7""",65kg / 143lb,LW,27
24,22,32,30,54,25,64,GK,Right,"185cm / 6'1""",81kg / 179lb,,32
57,55,49,46,73,54,78,CB,Right,"190cm / 6'3""",87kg / 192lb,,23
71,70,65,69,45,56,46,RB,Right,"180cm / 5'11""",68kg / 150lb,,19
67,69,65,64,58,62,61,CAM,Right,"180cm / 5'11""",70kg / 154lb,CM,22
52,64,51,43,58,65,66,CDM,Right,"191cm / 6'3""",87kg / 192lb,CB,25
21,32,30,26,48,22,59,GK,Right,"192cm / 6'4""",78kg / 172lb,,23
22,29,21,46,34,22,37,GK,Right,"187cm / 6'2""",76kg / 168lb,,20
40,46,53,57,59,50,64,CM,Right,"180cm / 5'11""",72kg / 159lb,"ST, CAM",32
35,38,42,44,44,32,48,GK,Right,"188cm / 6'2""",86kg / 190lb,,22
60,65,76,81,31,34,31,CAM,Right,"170cm / 5'7""",60kg / 132lb,CM,20
52,53,52,54,61,54,71,CB,Right,"186cm / 6'1""",80kg / 176lb,,21
65,68,58,57,58,61,62,CM,Right,"183cm / 6'0""",79kg / 174lb,,22
69,68,78,93,48,74,57,LB,Left,"163cm / 5'4""",66kg / 146lb,,34
67,62,62,69,51,62,53,LB,Left,"178cm / 5'10""",71kg / 157lb,,21
60,61,57,60,49,68,52,CDM,Right,"168cm / 5'6""",68kg / 150lb,CM,20
77,74,83,80,48,58,46,CAM,Right,"178cm / 5'10""",74kg / 163lb,,19
56,55,64,72,67,79,74,CDM,Right,"178cm / 5'10""",75kg / 165lb,,34
64,62,60,63,54,60,56,CM,Right,"177cm / 5'10""",72kg / 159lb,,22
30,27,28,30,54,37,62,GK,Right,"194cm / 6'4""",87kg / 192lb,,30
67,69,62,65,35,63,38,RW,Right,"175cm / 5'9""",70kg / 154lb,"RM, LM",22
77,72,75,78,41,60,38,RW,Right,"170cm / 5'7""",70kg / 154lb,"LW, RM",24
62,60,59,65,60,50,55,CDM,Right,"180cm / 5'11""",61kg / 134lb,,21
65,60,57,68,61,58,55,LB,Left,"183cm / 6'0""",71kg / 157lb,CB,20
70,62,70,79,61,69,74,CM,Right,"176cm / 5'9""",72kg / 159lb,CDM,21
24,22,30,44,36,21,42,GK,Right,"180cm / 5'11""",75kg / 165lb,,22
31,36,37,42,39,23,43,GK,Right,"182cm / 6'0""",73kg / 161lb,,20
61,65,37,52,58,64,69,CB,Right,"187cm / 6'2""",84kg / 185lb,,22
75,70,69,79,41,62,35,RB,Right,"170cm / 5'7""",61kg / 134lb,,21
25,30,23,29,41,24,46,GK,Right,"188cm / 6'2""",75kg / 165lb,,21
65,66,60,60,51,58,49,CM,Right,"174cm / 5'9""",65kg / 143lb,RW,18
70,67,58,65,60,68,62,RB,Right,"183cm / 6'0""",74kg / 163lb,,23
76,75,77,71,62,49,51,ST,Left,"178cm / 5'10""",70kg / 154lb,LM,24
60,64,47,58,68,52,72,CB,Right,"187cm / 6'2""",80kg / 176lb,,21
60,51,58,64,47,65,49,CM,Right,"185cm / 6'1""",65kg / 143lb,,17
71,74,69,65,55,59,50,LB,Left,"180cm / 5'11""",70kg / 154lb,,20
68,69,67,59,55,59,53,LM,Right,"180cm / 5'11""",75kg / 165lb,"CAM, ST, LW",19
23,27,33,21,36,29,41,GK,Right,"191cm / 6'3""",86kg / 190lb,,20
60,60,71,68,57,78,58,CM,Right,"170cm / 5'7""",70kg / 154lb,"RM, CDM",25
72,70,68,62,66,63,61,ST,Right,"180cm / 5'11""",78kg / 172lb,LW,26
37,44,38,45,50,48,60,CB,Right,"187cm / 6'2""",84kg / 185lb,,20
67,68,65,79,47,71,53,LB,Left,"171cm / 5'7""",71kg / 157lb,,28
80,79,86,86,45,53,42,RM,Left,"171cm / 5'7""",67kg / 148lb,RW,17
58,71,63,62,68,36,80,LM,Left,"184cm / 6'0""",76kg / 168lb,"ST, LW",24
69,67,41,49,56,59,55,LB,Left,"181cm / 5'11""",72kg / 159lb,LM,20
86,84,79,73,61,51,59,LM,Left,"176cm / 5'9""",71kg / 157lb,"RM, LW",21
65,66,68,70,54,62,64,CM,Right,"182cm / 6'0""",71kg / 157lb,"CAM, CDM",22
58,56,55,69,64,51,67,ST,Right,"178cm / 5'10""",84kg / 185lb,,21
60,65,50,65,45,49,45,LM,Left,"176cm / 5'9""",68kg / 150lb,LW,21
65,66,68,75,66,60,71,CDM,Right,"173cm / 5'8""",70kg / 154lb,"CB, RB",19
55,57,54,63,67,62,74,CB,Right,"187cm / 6'2""",83kg / 183lb,,21
71,76,50,63,66,57,65,LB,Left,"185cm / 6'1""",75kg / 165lb,CB,22
68,68,63,61,71,60,73,CB,Right,"186cm / 6'1""",81kg / 179lb,,20
52,54,35,49,58,46,65,CB,Right,"193cm / 6'4""",76kg / 168lb,,19
61,70,64,65,41,70,48,CM,Right,"172cm / 5'8""",74kg / 163lb,,19
74,75,77,77,58,52,50,ST,Left,"179cm / 5'10""",67kg / 148lb,RW,20
62,71,54,72,62,70,65,CM,Right,"180cm / 5'11""",75kg / 165lb,,22
67,52,65,67,42,53,47,CAM,Right,"180cm / 5'11""",70kg / 154lb,,23
65,59,57,65,54,57,56,CM,Right,"180cm / 5'11""",74kg / 163lb,,21
74,69,75,93,38,57,31,RM,Right,"165cm / 5'5""",65kg / 143lb,"RB, RW",17
76,68,61,58,61,51,57,LB,Left,"182cm / 6'0""",81kg / 179lb,,21
69,72,56,54,71,64,77,CB,Left,"193cm / 6'4""",88kg / 194lb,LB,21
65,65,60,70,64,54,60,RW,Right,"175cm / 5'9""",75kg / 165lb,RM,19
29,23,25,49,50,29,55,GK,Right,"183cm / 6'0""",79kg / 174lb,,22
78,74,80,70,47,52,48,CAM,Right,"177cm / 5'10""",75kg / 165lb,"LM, CM",17
73,72,75,79,41,64,42,RM,Left,"170cm / 5'7""",75kg / 165lb,RW,21
17,28,39,28,50,28,62,GK,Right,"193cm / 6'4""",84kg / 185lb,,19
58,58,65,65,59,55,65,CB,Right,"177cm / 5'10""",75kg / 165lb,,20
83,84,78,74,52,46,41,CAM,Right,"175cm / 5'9""",65kg / 143lb,RB,23
52,56,48,56,59,53,56,CB,Right,"186cm / 6'1""",75kg / 165lb,,30
67,59,60,54,68,58,73,RB,Right,"182cm / 6'0""",83kg / 183lb,CB,22
56,57,54,51,63,53,67,CB,Right,"184cm / 6'0""",80kg / 176lb,,20
45,51,48,47,60,64,70,CB,Right,"179cm / 5'10""",78kg / 172lb,,22
59,62,60,67,59,50,54,CB,Right,"178cm / 5'10""",72kg / 159lb,CDM,18
57,57,64,54,59,63,59,CM,Right,"185cm / 6'1""",77kg / 170lb,,20
70,65,73,90,42,38,47,CAM,Right,"170cm / 5'7""",71kg / 157lb,CM,19
66,66,59,52,70,65,73,CB,Right,"191cm / 6'3""",86kg / 190lb,RB,20
69,65,68,60,62,56,61,LM,Right,"183cm / 6'0""",73kg / 161lb,"RM, ST, LW",24
73,72,76,77,52,60,53,CAM,Right,"171cm / 5'7""",61kg / 134lb,,19
25,26,23,24,53,21,61,GK,Right,"194cm / 6'4""",82kg / 181lb,,19
64,65,59,64,53,60,61,RB,Right,"175cm / 5'9""",73kg / 161lb,"CDM, CM",25
60,58,55,60,49,58,57,ST,Right,"178cm / 5'10""",79kg / 174lb,,22
62,66,65,71,45,55,42,RM,Right,"178cm / 5'10""",70kg / 154lb,RW,21
24,28,38,43,42,25,49,GK,Right,"180cm / 5'11""",72kg / 159lb,,20
72,71,66,69,56,54,60,RB,Right,"182cm / 6'0""",69kg / 152lb,,18
76,72,71,79,56,63,56,LM,Right,"182cm / 6'0""",76kg / 168lb,"CAM, LW",19
63,61,62,70,60,63,60,RB,Right,"172cm / 5'8""",72kg / 159lb,,30
54,63,60,62,59,64,69,CB,Right,"183cm / 6'0""",75kg / 165lb,,20
67,61,56,67,52,55,62,RB,Right,"180cm / 5'11""",72kg / 159lb,,25
62,63,52,46,77,50,77,ST,Right,"192cm / 6'4""",83kg / 183lb,,21
42,34,20,52,52,31,54,GK,Right,"188cm / 6'2""",83kg / 183lb,,33
80,80,69,68,75,57,73,ST,Left,"190cm / 6'3""",82kg / 181lb,,20
76,75,64,74,57,55,58,ST,Right,"177cm / 5'10""",70kg / 154lb,,22
72,69,75,77,39,53,40,CM,Right,"181cm / 5'11""",69kg / 152lb,,18
59,60,60,45,61,45,70,RB,Right,"189cm / 6'2""",83kg / 183lb,,21
21,19,26,26,57,21,72,GK,Right,"196cm / 6'5""",88kg / 194lb,,23
74,76,79,69,62,63,61,RM,Right,"178cm / 5'10""",75kg / 165lb,"RB, RW",27
70,68,51,55,51,61,55,RM,Right,"177cm / 5'10""",70kg / 154lb,"ST, RW",22
77,78,62,77,54,55,54,RM,Right,"174cm / 5'9""",69kg / 152lb,RW,19
66,55,71,78,68,60,70,CB,Right,"183cm / 6'0""",78kg / 172lb,RB,20
73,75,63,62,59,59,59,RB,Right,"182cm / 6'0""",77kg / 170lb,,21
48,38,42,52,57,30,59,GK,Right,"191cm / 6'3""",86kg / 190lb,,35
65,70,57,55,61,61,61,LM,Right,"183cm / 6'0""",68kg / 150lb,"RM, LW",23
75,72,69,68,55,62,58,RM,Right,"181cm / 5'11""",69kg / 152lb,"LM, RW",22
